date,matchup,home_team,away_team,market,pick,model_prob,odds,ev_percentage,confidence
2026-09-18 00:00:00,KC @ PIT,PIT,KC,TOTALS,OVER 8.5,0.723,1.9,37.4,0.72
2026-09-19 00:00:00,KC @ BOS,BOS,KC,TOTALS,OVER 8.5,0.612,1.9,16.3,0.61
2026-09-19 00:00:00,LAA @ CWS,CWS,LAA,TOTALS,OVER 8.5,0.572,1.9,8.6,0.57
2026-09-19 00:00:00,ATL @ WSH,WSH,ATL,TOTALS,OVER 8.5,0.993,1.9,88.8,0.99
2026-09-19 00:00:00,KC @ ATL,ATL,KC,TOTALS,OVER 8.5,0.986,1.9,87.3,0.99
2026-09-19 00:00:00,KC @ SF,SF,KC,TOTALS,OVER 8.5,0.999,1.9,89.8,1.0
2026-09-19 00:00:00,WSH @ MIA,MIA,WSH,TOTALS,OVER 8.5,0.984,1.9,87.0,0.98
2026-09-19 00:00:00,MIN @ PIT,PIT,MIN,TOTALS,OVER 8.5,0.637,1.9,21.1,0.64
2026-09-19 00:00:00,KC @ PIT,PIT,KC,TOTALS,OVER 8.5,0.802,1.9,52.4,0.8
2026-09-19 00:00:00,ATL @ HOU,HOU,ATL,TOTALS,OVER 8.5,0.9,1.9,71.1,0.9
2026-09-19 00:00:00,STL @ SEA,SEA,STL,TOTALS,OVER 8.5,0.82,1.9,55.9,0.82
2026-09-19 00:00:00,TOR @ WSH,WSH,TOR,TOTALS,OVER 8.5,0.942,1.9,78.9,0.94
2026-09-19 00:00:00,MIA @ CIN,CIN,MIA,TOTALS,OVER 8.5,0.993,1.9,88.6,0.99
2026-09-19 00:00:00,ARZ @ TB,TB,ARZ,TOTALS,OVER 8.5,0.909,1.9,72.7,0.91
2026-09-19 00:00:00,COL @ WSH,WSH,COL,TOTALS,OVER 8.5,0.996,1.9,89.2,1.0
2026-09-20 00:00:00,TEX @ HOU,HOU,TEX,TOTALS,OVER 8.5,0.877,1.9,66.6,0.88
2026-09-20 00:00:00,SD @ NYM,NYM,SD,TOTALS,OVER 8.5,0.953,1.9,81.1,0.95
2026-09-20 00:00:00,KC @ WSH,WSH,KC,TOTALS,OVER 8.5,0.977,1.9,85.6,0.98
2026-09-20 00:00:00,NYM @ SEA,SEA,NYM,TOTALS,OVER 8.5,0.966,1.9,83.6,0.97
2026-09-20 00:00:00,TEX @ DET,DET,TEX,TOTALS,OVER 8.5,0.928,1.9,76.4,0.93
2026-09-20 00:00:00,WSH @ DET,DET,WSH,TOTALS,OVER 8.5,0.981,1.9,86.4,0.98
2026-09-20 00:00:00,TEX @ MIL,MIL,TEX,TOTALS,OVER 8.5,0.64,1.9,21.6,0.64
2026-09-20 00:00:00,BOS @ ARZ,ARZ,BOS,TOTALS,OVER 8.5,0.933,1.9,77.2,0.93
2026-09-20 00:00:00,TB @ HOU,HOU,TB,TOTALS,OVER 8.5,0.693,1.9,31.7,0.69
2026-09-20 00:00:00,ARZ @ HOU,HOU,ARZ,TOTALS,OVER 8.5,0.936,1.9,77.8,0.94
2026-09-20 00:00:00,TB @ HOU,HOU,TB,TOTALS,OVER 8.5,0.815,1.9,54.9,0.82
2026-09-20 00:00:00,SD @ STL,STL,SD,TOTALS,OVER 8.5,0.991,1.9,88.3,0.99
2026-09-20 00:00:00,CIN @ LAA,LAA,CIN,TOTALS,OVER 8.5,0.698,1.9,32.6,0.7
2026-09-21 00:00:00,SEA @ OAK,OAK,SEA,TOTALS,OVER 8.5,0.79,1.9,50.0,0.79
2026-09-21 00:00:00,HOU @ MIA,MIA,HOU,TOTALS,OVER 8.5,0.992,1.9,88.5,0.99
2026-09-21 00:00:00,ARZ @ CIN,CIN,ARZ,TOTALS,OVER 8.5,0.962,1.9,82.8,0.96
2026-09-21 00:00:00,MIN @ BAL,BAL,MIN,TOTALS,OVER 8.5,0.929,1.9,76.5,0.93
2026-09-21 00:00:00,DET @ MIA,MIA,DET,TOTALS,OVER 8.5,0.986,1.9,87.4,0.99
2026-09-21 00:00:00,CHC @ BAL,BAL,CHC,TOTALS,OVER 8.5,0.987,1.9,87.5,0.99
2026-09-21 00:00:00,CHC @ CLE,CLE,CHC,TOTALS,OVER 8.5,0.993,1.9,88.7,0.99
2026-09-21 00:00:00,ARZ @ CIN,CIN,ARZ,TOTALS,OVER 8.5,0.989,1.9,88.0,0.99
2026-09-21 00:00:00,TOR @ OAK,OAK,TOR,TOTALS,OVER 8.5,0.882,1.9,67.6,0.88
2026-09-21 00:00:00,STL @ PIT,PIT,STL,TOTALS,OVER 8.5,0.748,1.9,42.1,0.75
2026-09-21 00:00:00,BAL @ CLE,CLE,BAL,TOTALS,OVER 8.5,0.707,1.9,34.4,0.71
2026-09-22 00:00:00,SF @ STL,STL,SF,TOTALS,OVER 8.5,0.704,1.9,33.8,0.7
2026-09-22 00:00:00,ATL @ TEX,TEX,ATL,TOTALS,OVER 8.5,0.671,1.9,27.5,0.67
2026-09-22 00:00:00,LAD @ MIA,MIA,LAD,TOTALS,OVER 8.5,0.951,1.9,80.8,0.95
2026-09-22 00:00:00,CHC @ CLE,CLE,CHC,TOTALS,OVER 8.5,0.978,1.9,85.9,0.98
2026-09-22 00:00:00,WSH @ HOU,HOU,WSH,TOTALS,OVER 8.5,0.877,1.9,66.7,0.88
2026-09-22 00:00:00,SF @ COL,COL,SF,TOTALS,OVER 8.5,0.905,1.9,72.0,0.91
2026-09-22 00:00:00,LAD @ TOR,TOR,LAD,TOTALS,OVER 8.5,0.987,1.9,87.5,0.99
2026-09-22 00:00:00,CHC @ MIL,MIL,CHC,TOTALS,OVER 8.5,0.98,1.9,86.2,0.98
2026-09-22 00:00:00,ATL @ CIN,CIN,ATL,TOTALS,OVER 8.5,0.99,1.9,88.1,0.99
2026-09-22 00:00:00,BOS @ NYM,NYM,BOS,TOTALS,OVER 8.5,0.944,1.9,79.3,0.94
2026-09-22 00:00:00,SD @ PHI,PHI,SD,TOTALS,OVER 8.5,0.915,1.9,73.8,0.91
2026-09-22 00:00:00,PHI @ LAA,LAA,PHI,TOTALS,OVER 8.5,0.901,1.9,71.2,0.9
2026-09-22 00:00:00,COL @ STL,STL,COL,TOTALS,OVER 8.5,0.986,1.9,87.3,0.99
2026-09-22 00:00:00,HOU @ CIN,CIN,HOU,TOTALS,OVER 8.5,0.95,1.9,80.5,0.95
2026-09-23 00:00:00,PHI @ HOU,HOU,PHI,TOTALS,OVER 8.5,0.87,1.9,65.3,0.87
2026-09-23 00:00:00,TOR @ STL,STL,TOR,TOTALS,OVER 8.5,0.898,1.9,70.5,0.9
2026-09-23 00:00:00,SF @ COL,COL,SF,TOTALS,OVER 8.5,0.68,1.9,29.3,0.68
2026-09-23 00:00:00,STL @ CWS,CWS,STL,TOTALS,OVER 8.5,0.564,1.9,7.2,0.56
2026-09-23 00:00:00,TB @ SEA,SEA,TB,TOTALS,OVER 8.5,0.556,1.9,5.7,0.56
2026-09-23 00:00:00,MIA @ LAD,LAD,MIA,TOTALS,OVER 8.5,0.972,1.9,84.8,0.97
2026-09-23 00:00:00,CLE @ OAK,OAK,CLE,TOTALS,OVER 8.5,0.95,1.9,80.4,0.95
2026-09-23 00:00:00,MIN @ CWS,CWS,MIN,TOTALS,OVER 8.5,0.84,1.9,59.6,0.84
2026-09-23 00:00:00,TOR @ BOS,BOS,TOR,TOTALS,OVER 8.5,0.743,1.9,41.2,0.74
2026-09-23 00:00:00,COL @ TEX,TEX,COL,TOTALS,OVER 8.5,0.958,1.9,82.1,0.96
2026-09-23 00:00:00,LAD @ STL,STL,LAD,TOTALS,OVER 8.5,0.924,1.9,75.5,0.92
2026-09-23 00:00:00,CIN @ CHC,CHC,CIN,TOTALS,OVER 8.5,0.902,1.9,71.4,0.9
2026-09-23 00:00:00,NYM @ CIN,CIN,NYM,TOTALS,OVER 8.5,0.899,1.9,70.8,0.9
2026-09-24 00:00:00,MIN @ MIL,MIL,MIN,TOTALS,OVER 8.5,0.954,1.9,81.2,0.95
2026-09-24 00:00:00,COL @ MIN,MIN,COL,TOTALS,OVER 8.5,0.982,1.9,86.6,0.98
2026-09-24 00:00:00,DET @ ATL,ATL,DET,TOTALS,OVER 8.5,0.786,1.9,49.3,0.79
2026-09-24 00:00:00,BOS @ ATL,ATL,BOS,TOTALS,OVER 8.5,0.777,1.9,47.6,0.78
2026-09-24 00:00:00,LAD @ KC,KC,LAD,TOTALS,OVER 8.5,0.902,1.9,71.5,0.9
2026-09-24 00:00:00,PHI @ SF,SF,PHI,TOTALS,OVER 8.5,0.996,1.9,89.2,1.0
2026-09-24 00:00:00,TOR @ TEX,TEX,TOR,TOTALS,OVER 8.5,0.778,1.9,47.9,0.78
2026-09-24 00:00:00,BOS @ ARZ,ARZ,BOS,TOTALS,OVER 8.5,0.984,1.9,87.0,0.98
2026-09-24 00:00:00,PHI @ HOU,HOU,PHI,TOTALS,OVER 8.5,0.971,1.9,84.5,0.97
2026-09-24 00:00:00,OAK @ MIA,MIA,OAK,TOTALS,OVER 8.5,0.887,1.9,68.5,0.89
2026-09-24 00:00:00,STL @ NYY,NYY,STL,TOTALS,OVER 8.5,0.762,1.9,44.7,0.76
2026-09-24 00:00:00,STL @ PIT,PIT,STL,TOTALS,OVER 8.5,0.647,1.9,23.0,0.65
2026-09-24 00:00:00,CWS @ DET,DET,CWS,TOTALS,OVER 8.5,0.933,1.9,77.3,0.93
2026-09-24 00:00:00,COL @ SEA,SEA,COL,TOTALS,OVER 8.5,0.961,1.9,82.5,0.96
2026-09-25 00:00:00,BAL @ LAA,LAA,BAL,TOTALS,OVER 8.5,0.723,1.9,37.4,0.72
2026-09-25 00:00:00,BAL @ NYM,NYM,BAL,TOTALS,OVER 8.5,0.674,1.9,28.0,0.67
2026-09-25 00:00:00,LAA @ CHC,CHC,LAA,TOTALS,OVER 8.5,0.683,1.9,29.7,0.68
2026-09-25 00:00:00,HOU @ MIA,MIA,HOU,TOTALS,OVER 8.5,0.971,1.9,84.6,0.97
2026-09-25 00:00:00,SD @ SEA,SEA,SD,TOTALS,OVER 8.5,0.943,1.9,79.1,0.94
2026-09-25 00:00:00,MIL @ HOU,HOU,MIL,TOTALS,OVER 8.5,0.897,1.9,70.5,0.9
2026-09-25 00:00:00,TB @ DET,DET,TB,TOTALS,OVER 8.5,0.684,1.9,29.9,0.68
2026-09-25 00:00:00,SD @ COL,COL,SD,TOTALS,OVER 8.5,0.95,1.9,80.4,0.95
2026-09-25 00:00:00,KC @ MIL,MIL,KC,TOTALS,OVER 8.5,0.953,1.9,81.0,0.95
2026-09-25 00:00:00,LAA @ SF,SF,LAA,TOTALS,OVER 8.5,0.993,1.9,88.8,0.99
2026-09-25 00:00:00,OAK @ CIN,CIN,OAK,TOTALS,OVER 8.5,0.956,1.9,81.7,0.96
2026-09-25 00:00:00,MIA @ OAK,OAK,MIA,TOTALS,OVER 8.5,0.927,1.9,76.1,0.93
2026-09-25 00:00:00,LAA @ SF,SF,LAA,TOTALS,OVER 8.5,0.978,1.9,85.9,0.98
2026-09-25 00:00:00,ATL @ KC,KC,ATL,TOTALS,OVER 8.5,0.885,1.9,68.2,0.89
2026-09-26 00:00:00,MIN @ CHC,CHC,MIN,TOTALS,OVER 8.5,0.968,1.9,83.9,0.97
2026-09-26 00:00:00,KC @ STL,STL,KC,TOTALS,OVER 8.5,0.834,1.9,58.5,0.83
2026-09-26 00:00:00,ATL @ BOS,BOS,ATL,TOTALS,OVER 8.5,0.618,1.9,17.3,0.62
2026-09-26 00:00:00,NYY @ NYM,NYM,NYY,TOTALS,OVER 8.5,0.731,1.9,39.0,0.73
2026-09-26 00:00:00,KC @ DET,DET,KC,TOTALS,OVER 8.5,0.947,1.9,79.9,0.95
2026-09-26 00:00:00,BOS @ ARZ,ARZ,BOS,TOTALS,OVER 8.5,0.988,1.9,87.7,0.99
2026-09-26 00:00:00,PHI @ DET,DET,PHI,TOTALS,OVER 8.5,0.955,1.9,81.5,0.96
2026-09-26 00:00:00,SD @ NYY,NYY,SD,TOTALS,OVER 8.5,0.981,1.9,86.3,0.98
2026-09-26 00:00:00,LAD @ NYM,NYM,LAD,TOTALS,OVER 8.5,0.949,1.9,80.3,0.95
2026-09-26 00:00:00,LAD @ CLE,CLE,LAD,TOTALS,OVER 8.5,0.99,1.9,88.2,0.99
2026-09-26 00:00:00,PIT @ LAD,LAD,PIT,TOTALS,OVER 8.5,0.866,1.9,64.6,0.87
2026-09-26 00:00:00,TEX @ MIN,MIN,TEX,TOTALS,OVER 8.5,0.75,1.9,42.6,0.75
2026-09-26 00:00:00,SEA @ STL,STL,SEA,TOTALS,OVER 8.5,0.661,1.9,25.6,0.66
2026-09-26 00:00:00,PHI @ CWS,CWS,PHI,TOTALS,OVER 8.5,0.816,1.9,55.1,0.82
2026-09-26 00:00:00,NYY @ STL,STL,NYY,TOTALS,OVER 8.5,0.91,1.9,72.9,0.91
2026-09-27 00:00:00,CWS @ CLE,CLE,CWS,TOTALS,OVER 8.5,0.957,1.9,81.8,0.96
2026-09-27 00:00:00,MIN @ HOU,HOU,MIN,TOTALS,OVER 8.5,0.928,1.9,76.3,0.93
2026-09-27 00:00:00,SF @ CLE,CLE,SF,TOTALS,OVER 8.5,0.96,1.9,82.4,0.96
2026-09-27 00:00:00,LAA @ TEX,TEX,LAA,TOTALS,OVER 8.5,0.761,1.9,44.6,0.76
2026-09-27 00:00:00,ATL @ ARZ,ARZ,ATL,TOTALS,OVER 8.5,0.97,1.9,84.4,0.97
2026-09-27 00:00:00,MIA @ TOR,TOR,MIA,TOTALS,OVER 8.5,0.945,1.9,79.6,0.95
2026-09-27 00:00:00,DET @ HOU,HOU,DET,TOTALS,OVER 8.5,0.988,1.9,87.7,0.99
2026-09-27 00:00:00,NYY @ KC,KC,NYY,TOTALS,OVER 8.5,0.677,1.9,28.6,0.68
2026-09-27 00:00:00,COL @ DET,DET,COL,TOTALS,OVER 8.5,0.931,1.9,76.9,0.93
2026-09-27 00:00:00,STL @ MIA,MIA,STL,TOTALS,OVER 8.5,0.989,1.9,88.0,0.99
2026-09-27 00:00:00,LAD @ SD,SD,LAD,TOTALS,OVER 8.5,0.996,1.9,89.2,1.0
2026-09-27 00:00:00,ARZ @ PIT,PIT,ARZ,TOTALS,OVER 8.5,0.915,1.9,73.8,0.91
2026-09-27 00:00:00,BOS @ CWS,CWS,BOS,TOTALS,OVER 8.5,0.564,1.9,7.2,0.56
2026-09-27 00:00:00,MIN @ NYM,NYM,MIN,TOTALS,OVER 8.5,0.985,1.9,87.2,0.99
2026-09-28 00:00:00,TB @ ARZ,ARZ,TB,TOTALS,OVER 8.5,0.588,1.9,11.7,0.59
2026-09-28 00:00:00,OAK @ NYM,NYM,OAK,TOTALS,OVER 8.5,0.956,1.9,81.7,0.96
2026-09-28 00:00:00,CWS @ WSH,WSH,CWS,TOTALS,OVER 8.5,0.972,1.9,84.6,0.97
2026-09-28 00:00:00,LAD @ WSH,WSH,LAD,TOTALS,OVER 8.5,0.948,1.9,80.1,0.95
2026-09-28 00:00:00,PIT @ MIN,MIN,PIT,TOTALS,OVER 8.5,0.708,1.9,34.5,0.71
2026-09-28 00:00:00,CLE @ WSH,WSH,CLE,TOTALS,OVER 8.5,0.831,1.9,57.9,0.83
2026-09-28 00:00:00,TEX @ TOR,TOR,TEX,TOTALS,OVER 8.5,0.745,1.9,41.5,0.74
2026-09-28 00:00:00,CLE @ SEA,SEA,CLE,TOTALS,OVER 8.5,0.581,1.9,10.3,0.58
2026-09-28 00:00:00,COL @ SF,SF,COL,TOTALS,OVER 8.5,0.981,1.9,86.5,0.98
2026-09-28 00:00:00,BOS @ STL,STL,BOS,TOTALS,OVER 8.5,0.968,1.9,83.9,0.97
2026-09-28 00:00:00,WSH @ CIN,CIN,WSH,TOTALS,OVER 8.5,0.84,1.9,59.5,0.84
2026-09-28 00:00:00,LAA @ OAK,OAK,LAA,TOTALS,OVER 8.5,0.853,1.9,62.1,0.85
2026-09-29 00:00:00,BAL @ NYY,NYY,BAL,TOTALS,OVER 8.5,0.92,1.9,74.8,0.92
2026-09-29 00:00:00,CIN @ TOR,TOR,CIN,TOTALS,OVER 8.5,0.656,1.9,24.6,0.66
2026-09-29 00:00:00,TOR @ MIL,MIL,TOR,TOTALS,OVER 8.5,0.953,1.9,81.1,0.95
2026-09-29 00:00:00,STL @ PIT,PIT,STL,TOTALS,OVER 8.5,0.564,1.9,7.2,0.56
2026-09-29 00:00:00,ATL @ TB,TB,ATL,TOTALS,OVER 8.5,0.931,1.9,76.8,0.93
2026-09-29 00:00:00,BOS @ TB,TB,BOS,TOTALS,OVER 8.5,0.984,1.9,86.9,0.98
2026-09-29 00:00:00,NYY @ SF,SF,NYY,TOTALS,OVER 8.5,0.965,1.9,83.3,0.96
2026-09-29 00:00:00,MIA @ MIL,MIL,MIA,TOTALS,OVER 8.5,0.982,1.9,86.6,0.98
2026-09-29 00:00:00,OAK @ TEX,TEX,OAK,TOTALS,OVER 8.5,0.949,1.9,80.4,0.95
2026-09-29 00:00:00,KC @ TB,TB,KC,TOTALS,OVER 8.5,0.74,1.9,40.6,0.74
2026-09-29 00:00:00,NYY @ LAD,LAD,NYY,TOTALS,OVER 8.5,0.93,1.9,76.8,0.93
2026-09-29 00:00:00,HOU @ DET,DET,HOU,TOTALS,OVER 8.5,0.931,1.9,77.0,0.93
2026-09-29 00:00:00,TOR @ PIT,PIT,TOR,TOTALS,OVER 8.5,0.881,1.9,67.5,0.88
2026-09-29 00:00:00,ARZ @ WSH,WSH,ARZ,TOTALS,OVER 8.5,0.938,1.9,78.1,0.94
2026-09-30 00:00:00,NYM @ ATL,ATL,NYM,TOTALS,OVER 8.5,0.791,1.9,50.2,0.79
2026-09-30 00:00:00,HOU @ OAK,OAK,HOU,TOTALS,OVER 8.5,0.899,1.9,70.8,0.9
2026-09-30 00:00:00,TOR @ SF,SF,TOR,TOTALS,OVER 8.5,0.91,1.9,72.8,0.91
2026-09-30 00:00:00,CIN @ SF,SF,CIN,TOTALS,OVER 8.5,0.646,1.9,22.7,0.65
2026-09-30 00:00:00,SF @ PIT,PIT,SF,TOTALS,OVER 8.5,0.869,1.9,65.0,0.87
2026-09-30 00:00:00,SF @ CLE,CLE,SF,TOTALS,OVER 8.5,0.967,1.9,83.7,0.97
2026-09-30 00:00:00,NYM @ TEX,TEX,NYM,TOTALS,OVER 8.5,0.945,1.9,79.6,0.95
2026-09-30 00:00:00,TEX @ CHC,CHC,TEX,TOTALS,OVER 8.5,0.907,1.9,72.4,0.91
2026-09-30 00:00:00,TEX @ SEA,SEA,TEX,TOTALS,OVER 8.5,0.815,1.9,54.8,0.81
2026-09-30 00:00:00,BAL @ CWS,CWS,BAL,TOTALS,OVER 8.5,0.753,1.9,43.1,0.75
2026-09-30 00:00:00,DET @ LAA,LAA,DET,TOTALS,OVER 8.5,0.843,1.9,60.1,0.84
2026-09-30 00:00:00,CWS @ SD,SD,CWS,TOTALS,OVER 8.5,0.851,1.9,61.7,0.85
2026-09-30 00:00:00,BOS @ LAD,LAD,BOS,TOTALS,OVER 8.5,0.872,1.9,65.6,0.87
2026-09-30 00:00:00,NYM @ NYY,NYY,NYM,TOTALS,OVER 8.5,0.866,1.9,64.6,0.87
2026-09-30 00:00:00,TEX @ BAL,BAL,TEX,TOTALS,OVER 8.5,0.643,1.9,22.1,0.64
2026-10-01 00:00:00,TEX @ LAD,LAD,TEX,TOTALS,OVER 8.5,0.83,1.9,57.7,0.83
2026-10-01 00:00:00,MIN @ LAD,LAD,MIN,TOTALS,OVER 8.5,0.933,1.9,77.3,0.93
2026-10-01 00:00:00,ARZ @ TB,TB,ARZ,TOTALS,OVER 8.5,0.977,1.9,85.7,0.98
2026-10-01 00:00:00,SD @ KC,KC,SD,TOTALS,OVER 8.5,0.884,1.9,68.0,0.88
2026-10-01 00:00:00,SD @ WSH,WSH,SD,TOTALS,OVER 8.5,0.877,1.9,66.6,0.88
2026-10-01 00:00:00,NYY @ KC,KC,NYY,TOTALS,OVER 8.5,0.861,1.9,63.7,0.86
