date,game_id,home_team,away_team,model_probability,odds,ev_percentage,confidence
2024-03-22 00:00:00,5019,BOS,ORL,0.895,1.95,74.6,0.9
2024-03-23 00:00:00,5020,CHI,SAS,0.944,1.95,84.1,0.94
2024-03-23 00:00:00,5021,MIL,PHX,0.623,1.95,21.4,0.62
2024-03-23 00:00:00,5022,GSW,MIN,0.867,1.95,69.0,0.87
2024-03-23 00:00:00,5023,OKC,IND,0.949,1.95,85.0,0.95
2024-03-23 00:00:00,5024,PHX,ORL,0.668,1.95,30.2,0.67
2024-03-23 00:00:00,5025,MIA,MIN,0.822,1.95,60.3,0.82
2024-03-23 00:00:00,5027,IND,DAL,0.665,1.95,29.6,0.66
2024-03-23 00:00:00,5028,BOS,CLE,0.733,1.95,43.0,0.73
2024-03-24 00:00:00,5032,ATL,PHI,0.675,1.95,31.7,0.68
2024-03-24 00:00:00,5033,DAL,WAS,0.977,1.95,90.5,0.98
2024-03-24 00:00:00,5034,WAS,HOU,0.937,1.95,82.7,0.94
2024-03-24 00:00:00,5035,NOP,IND,0.77,1.95,50.2,0.77
2024-03-24 00:00:00,5037,PHX,BOS,0.628,1.95,22.5,0.63
2024-03-25 00:00:00,5040,DAL,POR,0.809,1.95,57.7,0.81
2024-03-25 00:00:00,5041,SAC,DEN,0.728,1.95,41.9,0.73
2024-03-25 00:00:00,5043,CHA,DEN,0.89,1.95,73.5,0.89
2024-03-25 00:00:00,5044,LAC,TOR,0.966,1.95,88.4,0.97
2024-03-25 00:00:00,5045,SAC,CLE,0.661,1.95,28.9,0.66
2024-03-25 00:00:00,5046,LAL,HOU,0.842,1.95,64.3,0.84
2024-03-25 00:00:00,5047,DET,MIN,0.964,1.95,88.0,0.96
2024-03-25 00:00:00,5048,HOU,PHI,0.778,1.95,51.8,0.78
2024-03-25 00:00:00,5049,MIL,BRK,0.56,1.95,9.2,0.56
2024-03-26 00:00:00,5050,SAC,MIL,0.926,1.95,80.5,0.93
2024-03-26 00:00:00,5051,DET,SAC,0.765,1.95,49.1,0.76
2024-03-26 00:00:00,5052,HOU,CHI,0.66,1.95,28.6,0.66
2024-03-26 00:00:00,5054,BOS,DET,0.648,1.95,26.3,0.65
2024-03-26 00:00:00,5055,CHI,ORL,0.865,1.95,68.6,0.86
2024-03-26 00:00:00,5057,ATL,SAC,0.63,1.95,22.9,0.63
2024-03-26 00:00:00,5058,DAL,DET,0.864,1.95,68.6,0.86
2024-03-26 00:00:00,5059,UTA,DEN,0.964,1.95,88.0,0.96
2024-03-27 00:00:00,5062,BOS,LAL,0.815,1.95,58.9,0.81
2024-03-27 00:00:00,5065,DAL,DEN,0.974,1.95,89.8,0.97
2024-03-27 00:00:00,5066,PHX,NYK,0.708,1.95,38.0,0.71
2024-03-27 00:00:00,5068,SAS,IND,0.598,1.95,16.5,0.6
2024-03-28 00:00:00,5070,ATL,MIL,0.972,1.95,89.5,0.97
2024-03-28 00:00:00,5071,DAL,MIN,0.915,1.95,78.4,0.92
2024-03-28 00:00:00,5072,UTA,WAS,0.88,1.95,71.5,0.88
2024-03-28 00:00:00,5073,MEM,LAC,0.938,1.95,82.8,0.94
2024-03-28 00:00:00,5074,NOP,DEN,0.762,1.95,48.6,0.76
2024-03-28 00:00:00,5076,DEN,PHX,0.802,1.95,56.4,0.8
2024-03-28 00:00:00,5078,POR,LAL,0.933,1.95,82.0,0.93
2024-03-28 00:00:00,5079,MIN,TOR,0.714,1.95,39.2,0.71
2024-03-29 00:00:00,5080,CLE,HOU,0.893,1.95,74.1,0.89
2024-03-29 00:00:00,5081,MIN,PHX,0.89,1.95,73.5,0.89
2024-03-29 00:00:00,5082,UTA,ORL,0.662,1.95,29.1,0.66
2024-03-29 00:00:00,5084,MIN,WAS,0.877,1.95,71.0,0.88
2024-03-29 00:00:00,5086,BOS,IND,0.777,1.95,51.5,0.78
2024-03-29 00:00:00,5088,DET,IND,0.63,1.95,22.8,0.63
2024-03-29 00:00:00,5089,MIL,HOU,0.687,1.95,34.0,0.69
2024-03-30 00:00:00,5090,PHX,HOU,0.672,1.95,31.0,0.67
2024-03-30 00:00:00,5095,CLE,BRK,0.916,1.95,78.5,0.92
2024-03-30 00:00:00,5096,HOU,TOR,0.963,1.95,87.9,0.96
2024-03-30 00:00:00,5097,WAS,OKC,0.664,1.95,29.6,0.66
2024-03-30 00:00:00,5098,DEN,UTA,0.933,1.95,81.9,0.93
2024-03-31 00:00:00,5100,POR,ATL,0.756,1.95,47.4,0.76
2024-03-31 00:00:00,5101,CHI,HOU,0.881,1.95,71.9,0.88
2024-03-31 00:00:00,5103,POR,SAC,0.578,1.95,12.7,0.58
2024-03-31 00:00:00,5104,BOS,DEN,0.792,1.95,54.5,0.79
2024-03-31 00:00:00,5105,CLE,LAL,0.977,1.95,90.5,0.98
2024-03-31 00:00:00,5106,MIA,ATL,0.622,1.95,21.2,0.62
2024-03-31 00:00:00,5107,CHI,CHA,0.685,1.95,33.7,0.69
2024-03-31 00:00:00,5109,UTA,SAS,0.847,1.95,65.1,0.85
2024-04-01 00:00:00,5111,POR,WAS,0.724,1.95,41.1,0.72
2024-04-01 00:00:00,5112,CHI,BRK,0.934,1.95,82.1,0.93
2024-04-01 00:00:00,5113,NYK,DAL,0.806,1.95,57.2,0.81
2024-04-01 00:00:00,5114,DAL,HOU,0.735,1.95,43.3,0.73
2024-04-01 00:00:00,5115,DAL,DET,0.654,1.95,27.5,0.65
2024-04-01 00:00:00,5116,POR,PHX,0.808,1.95,57.6,0.81
2024-04-01 00:00:00,5117,NOP,TOR,0.902,1.95,75.9,0.9
2024-04-01 00:00:00,5119,NYK,TOR,0.896,1.95,74.7,0.9
2024-04-02 00:00:00,5121,SAC,DEN,0.821,1.95,60.1,0.82
2024-04-02 00:00:00,5122,DET,PHX,0.696,1.95,35.8,0.7
2024-04-02 00:00:00,5123,NYK,ATL,0.78,1.95,52.2,0.78
2024-04-02 00:00:00,5124,SAC,ATL,0.628,1.95,22.5,0.63
2024-04-02 00:00:00,5125,TOR,CLE,0.59,1.95,15.0,0.59
2024-04-02 00:00:00,5128,DAL,LAC,0.595,1.95,16.1,0.6
2024-04-02 00:00:00,5129,MIA,BOS,0.632,1.95,23.3,0.63
2024-04-03 00:00:00,5130,SAC,HOU,0.539,1.95,5.0,0.54
2024-04-03 00:00:00,5131,CHI,IND,0.87,1.95,69.6,0.87
2024-04-03 00:00:00,5132,MIA,LAC,0.709,1.95,38.3,0.71
2024-04-03 00:00:00,5133,NYK,NOP,0.692,1.95,35.0,0.69
2024-04-03 00:00:00,5134,TOR,UTA,0.864,1.95,68.5,0.86
2024-04-03 00:00:00,5136,PHI,DEN,0.67,1.95,30.6,0.67
2024-04-03 00:00:00,5137,SAS,MIL,0.922,1.95,79.7,0.92
2024-04-03 00:00:00,5139,CLE,OKC,0.951,1.95,85.4,0.95
2024-04-04 00:00:00,5141,TOR,PHX,0.82,1.95,59.9,0.82
2024-04-04 00:00:00,5144,LAC,IND,0.776,1.95,51.4,0.78
2024-04-04 00:00:00,5145,MIL,DEN,0.804,1.95,56.8,0.8
2024-04-04 00:00:00,5146,NOP,TOR,0.777,1.95,51.5,0.78
2024-04-04 00:00:00,5148,BOS,ATL,0.716,1.95,39.5,0.72
2024-04-04 00:00:00,5149,CLE,SAS,0.795,1.95,55.0,0.79
2024-04-05 00:00:00,5151,BOS,PHX,0.615,1.95,19.9,0.62
2024-04-05 00:00:00,5152,WAS,UTA,0.808,1.95,57.5,0.81
2024-04-05 00:00:00,5153,NYK,MIL,0.962,1.95,87.7,0.96
2024-04-05 00:00:00,5155,OKC,MIL,0.926,1.95,80.6,0.93
2024-04-05 00:00:00,5156,DET,DAL,0.552,1.95,7.7,0.55
2024-04-05 00:00:00,5159,DET,CHA,0.609,1.95,18.8,0.61
2024-04-06 00:00:00,5160,MEM,OKC,0.66,1.95,28.7,0.66
2024-04-06 00:00:00,5161,CHI,CLE,0.882,1.95,71.9,0.88
2024-04-06 00:00:00,5162,SAC,LAL,0.952,1.95,85.6,0.95
2024-04-06 00:00:00,5164,CHI,PHX,0.832,1.95,62.2,0.83
2024-04-06 00:00:00,5165,MIN,BOS,0.66,1.95,28.7,0.66
2024-04-06 00:00:00,5166,HOU,UTA,0.82,1.95,59.9,0.82
2024-04-06 00:00:00,5168,SAS,NYK,0.942,1.95,83.6,0.94
2024-04-06 00:00:00,5169,GSW,OKC,0.569,1.95,10.9,0.57
2024-04-07 00:00:00,5170,OKC,BOS,0.704,1.95,37.3,0.7
2024-04-07 00:00:00,5171,CHI,BRK,0.944,1.95,84.1,0.94
2024-04-07 00:00:00,5172,SAC,CLE,0.734,1.95,43.1,0.73
2024-04-07 00:00:00,5173,UTA,DET,0.888,1.95,73.2,0.89
2024-04-07 00:00:00,5176,HOU,BRK,0.673,1.95,31.3,0.67
2024-04-07 00:00:00,5177,DET,NYK,0.686,1.95,33.8,0.69
2024-04-07 00:00:00,5178,POR,TOR,0.773,1.95,50.6,0.77
2024-04-08 00:00:00,5180,LAC,MEM,0.635,1.95,23.8,0.63
2024-04-08 00:00:00,5182,ATL,DET,0.644,1.95,25.6,0.64
2024-04-08 00:00:00,5184,TOR,UTA,0.947,1.95,84.7,0.95
2024-04-08 00:00:00,5185,BOS,LAC,0.638,1.95,24.4,0.64
2024-04-08 00:00:00,5186,OKC,DEN,0.881,1.95,71.8,0.88
2024-04-08 00:00:00,5188,UTA,ORL,0.889,1.95,73.4,0.89
2024-04-08 00:00:00,5189,OKC,TOR,0.875,1.95,70.6,0.88
2024-04-09 00:00:00,5190,CHI,UTA,0.911,1.95,77.7,0.91
2024-04-09 00:00:00,5191,MIN,LAL,0.971,1.95,89.4,0.97
2024-04-09 00:00:00,5194,OKC,DEN,0.677,1.95,32.0,0.68
2024-04-09 00:00:00,5196,ATL,DEN,0.831,1.95,62.1,0.83
2024-04-09 00:00:00,5198,MIN,SAS,0.856,1.95,66.9,0.86
